,Status,Life expectancy,Adult Mortality,BMI,HIV/AIDS,Diphtheria,Polio,GDP,Income composition of resources,Schooling
1819,Developing,67.5,183.0,15.9,0.2,89.0,93.0,48.7299,0.502,10.5
1010,Developing,62.4,249.0,28.6,0.7,88.0,88.0,1361.11395,0.575,11.4
1623,Developing,56.5,273.0,2.7,1.5,73.0,77.0,78.377632,0.396,7.3
2646,Developing,71.9,155.0,67.0,0.1,84.0,85.0,1842.44421,0.679,13.5
794,Developing,74.7,14.0,48.6,0.2,96.0,95.0,359.71886,0.696,12.9
2758,Developing,74.9,98.0,56.8,0.1,94.0,94.0,3323.52318,0.808,12.3
2710,Developing,63.3,229.0,38.7,0.1,98.0,99.0,967.917468,0.0,10.2
145,Developing,72.5,119.0,51.5,0.1,94.0,97.0,7891.299776,0.752,12.2
1748,Developing,74.3,95.0,58.5,0.1,99.0,99.0,2847.285569,0.645,12.1
1272,Developing,81.5,63.0,62.6,0.1,96.0,96.0,27795.87671,0.876,15.6
1811,Developing,57.4,41.0,24.5,22.8,79.0,8.0,257.99557,0.559,11.5
1042,Developing,73.6,142.0,48.4,0.1,92.0,99.0,9212.192824,0.751,15.8
1371,Developing,55.3,388.0,16.9,10.3,8.0,77.0,697.66385,0.483,9.7
195,Developing,77.0,137.0,16.4,0.1,94.0,94.0,856.342857,0.557,9.9
1996,Developing,73.2,152.0,46.4,0.1,89.0,85.0,3225.591754,0.664,12.4
2935,Developing,44.8,73.0,26.3,39.8,71.0,73.0,57.34834,0.427,10.0
18,Developing,77.2,84.0,56.5,0.1,99.0,99.0,4414.72314,0.759,14.2
1191,Developing,66.4,196.0,15.9,0.2,79.0,76.0,1345.77153,0.569,10.4
1208,Developing,67.9,189.0,22.1,0.3,78.0,85.0,2254.44566,0.645,11.7
1266,Developing,82.5,58.0,64.9,0.1,95.0,95.0,35729.37253,0.898,16.0
2163,Developing,52.0,48.0,14.5,8.1,96.0,96.0,212.6619491,0.359,7.6
1828,Developing,62.5,238.0,11.4,0.1,74.0,74.0,231.42554,0.439,8.9
2755,Developing,75.4,89.0,55.8,0.1,92.0,94.0,42372.22166,0.823,12.8
2367,Developing,68.1,192.0,45.5,0.1,92.0,98.0,1158.282672,0.494,9.3
1863,Developing,73.9,157.0,52.4,0.1,98.0,99.0,1847.19849,0.63,11.5
321,Developing,77.2,89.0,55.3,0.1,86.0,86.0,5193.94932,0.742,14.2
189,Developing,74.9,87.0,55.0,0.1,98.0,98.0,1312.33457,0.796,13.5
1489,Developing,49.3,543.0,24.9,29.8,83.0,82.0,474.8197876,0.445,9.6
2922,Developing,67.0,336.0,31.8,6.2,87.0,88.0,118.69383,0.507,10.3
869,Developing,76.3,135.0,58.5,0.1,94.0,94.0,17421.8922,0.85,16.5
1515,Developing,72.2,134.0,56.7,0.1,98.0,98.0,9344.987518,0.752,15.4
2582,Developing,71.4,192.0,2.2,0.7,96.0,97.0,296.54617,0.657,11.5
1922,Developed,79.4,78.0,55.3,0.1,92.0,92.0,5111.65445,0.918,17.1
33,Developing,75.4,11.0,58.4,0.1,95.0,95.0,547.8517,0.741,14.4
153,Developing,69.2,154.0,45.3,0.1,78.0,8.0,2473.85776,0.682,10.7
1348,Developing,69.5,28.0,51.4,0.1,98.0,98.0,1389.8561,0.782,15.0
1345,Developing,71.7,133.0,54.0,0.1,91.0,94.0,1657.889256,0.7,12.6
459,Developing,71.4,14.0,23.7,0.8,93.0,94.0,1976.45856,0.574,11.1
1970,Developing,75.8,123.0,49.5,0.2,95.0,92.0,4591.892776,0.733,12.8
1798,Developing,66.1,232.0,34.1,2.5,89.0,89.0,5488.131712,0.625,11.6
1944,Developing,66.0,163.0,23.9,0.1,72.0,72.0,1272.44161,0.538,7.7
9,Developing,57.3,295.0,14.7,0.1,58.0,58.0,272.56377,0.405,8.1
460,Developing,71.1,144.0,23.2,0.9,92.0,93.0,1768.92132,0.572,11.3
407,Developing,56.1,288.0,15.6,1.5,93.0,92.0,569.7612784,0.345,5.4
1473,Developing,72.7,112.0,57.9,0.1,83.0,83.0,5334.93329,0.0,14.9
2700,Developing,65.6,22.0,45.9,0.1,97.0,98.0,6675.262954,0.672,10.7
2662,Developing,69.2,192.0,35.2,2.0,96.0,96.0,749.626612,0.721,11.9
2744,Developing,67.7,253.0,55.1,0.8,99.0,99.0,78.738243,0.673,13.2
45,Developing,71.6,145.0,46.1,0.1,86.0,86.0,1774.33673,0.653,11.1
2289,Developing,72.2,185.0,31.2,0.1,99.0,99.0,12154.82994,0.733,13.1
1022,Developing,57.9,38.0,21.2,3.4,8.0,8.0,373.2815537,0.489,7.9
1342,Developing,72.3,127.0,56.3,0.1,97.0,97.0,1889.213962,0.717,13.2
1394,Developing,74.7,81.0,71.4,0.1,99.0,99.0,28975.418,0.799,13.3
2448,Developing,72.3,172.0,18.5,0.1,98.0,98.0,254.489192,0.731,13.3
125,Developed,79.9,73.0,59.6,0.1,92.0,92.0,281.81763,0.902,20.1
1899,Developing,51.6,376.0,21.6,4.9,63.0,66.0,197.661422,0.487,9.3
1921,Developed,79.8,77.0,55.9,0.1,92.0,92.0,5757.26916,0.924,17.5
481,Developing,56.7,366.0,28.4,3.7,87.0,86.0,1441.1417,0.507,10.4
1058,Developing,71.9,186.0,5.6,0.4,74.0,9.0,3923.573344,0.637,10.7
1894,Developing,53.6,362.0,24.7,3.9,49.0,49.0,3221.678128,0.521,10.0
1786,Developing,65.2,211.0,19.1,0.6,9.0,9.0,741.777116,0.504,8.5
1552,Developed,78.0,96.0,54.6,0.1,99.0,99.0,48179.4285,0.854,13.4
20,Developing,76.6,88.0,55.1,0.1,99.0,99.0,4437.17868,0.738,13.3
1089,Developing,52.5,328.0,16.6,3.0,46.0,47.0,34.516918,0.316,4.8
2684,Developing,74.8,112.0,63.7,0.1,97.0,97.0,1172.3843,0.75,14.3
1795,Developing,62.1,243.0,13.6,0.4,82.0,88.0,193.187484,0.417,7.5
1519,Developing,71.1,146.0,54.0,0.1,93.0,93.0,375.442638,0.736,15.8
1263,Developed,77.4,88.0,52.9,0.1,83.0,83.0,32539.1937,0.862,16.5
1327,Developed,81.8,7.0,22.9,0.1,96.0,89.0,32289.3554,0.86,14.7
1037,Developing,79.2,81.0,59.9,0.1,95.0,95.0,21955.149,0.83,15.3
1969,Developing,75.8,122.0,5.3,0.1,92.0,88.0,4916.54886,0.74,12.9
1684,Developing,76.6,122.0,62.8,0.1,87.0,87.0,1452.27766,0.754,13.1
522,Developing,45.9,511.0,18.2,11.2,54.0,47.0,327.1149461,0.319,5.9
2039,Developed,77.5,117.0,61.7,0.1,98.0,92.0,12565.9876,0.852,16.4
2350,Developed,79.5,87.0,57.0,0.1,96.0,96.0,23437.4722,0.872,16.9
155,Developing,68.4,154.0,44.2,0.1,77.0,78.0,145.2163,0.668,11.0
23,Developing,75.3,1.0,52.6,0.1,99.0,99.0,437.539647,0.713,12.0
2739,Developing,67.7,267.0,56.8,0.8,98.0,99.0,233.18831,0.716,14.7
2292,Developing,72.1,186.0,29.2,0.1,99.0,99.0,1176.65871,0.715,12.3
1109,Developing,65.8,22.0,44.1,0.3,97.0,97.0,3785.935665,0.63,10.6
1632,Developing,55.0,34.0,16.1,2.4,49.0,56.0,36.8473237,0.297,4.6
2284,Developing,72.7,174.0,34.8,0.1,98.0,98.0,12845.17363,0.755,13.5
1215,Developing,66.7,189.0,16.7,0.1,7.0,8.0,899.5556857,0.608,10.6
2042,Developed,76.8,125.0,59.7,0.1,99.0,95.0,13145.1484,0.834,15.3
302,Developing,61.7,29.0,14.4,0.1,88.0,88.0,87.9387673,0.0,7.6
639,Developing,77.5,1.0,46.4,0.1,91.0,92.0,3981.52847,0.708,11.7
999,Developed,81.0,76.0,59.9,0.1,95.0,94.0,41785.55691,0.907,16.7
1754,Developing,72.3,116.0,52.7,0.1,99.0,99.0,2861.5545,0.596,10.5
2531,Developed,81.1,66.0,53.2,0.1,94.0,94.0,54797.54663,0.899,15.2
1140,Developing,74.3,15.0,49.3,0.4,97.0,97.0,2136.77395,0.614,11.6
2231,Developing,62.8,225.0,21.1,1.5,92.0,9.0,51.216381,0.497,9.4
928,Developing,78.0,1.0,56.1,0.1,98.0,95.0,24913.24452,0.856,17.7
828,Developing,71.0,213.0,49.4,0.2,89.0,89.0,2835.281237,0.644,12.7
1680,Developing,71.5,179.0,26.4,0.1,88.0,88.0,3957.51296,0.683,12.5
2242,Developing,73.2,1.0,6.9,0.1,96.0,96.0,15334.66994,0.767,12.5
841,Developing,55.4,338.0,21.3,6.3,42.0,55.0,22742.38159,0.592,9.1
564,Developing,75.2,91.0,29.0,0.1,99.0,99.0,5633.79616,0.7,12.8
148,Developing,71.6,125.0,48.8,0.1,87.0,91.0,7189.691229,0.741,11.7
101,Developing,73.5,132.0,51.2,0.1,94.0,96.0,3218.381655,0.72,12.3
520,Developing,46.8,495.0,19.0,9.0,48.0,46.0,397.148467,0.33,6.2
270,Developing,68.2,21.0,41.4,0.4,96.0,96.0,3419.275719,0.677,11.8
1960,Developing,77.6,119.0,57.1,0.1,8.0,8.0,12593.7374,0.78,13.0
1152,Developing,71.3,171.0,39.6,1.6,96.0,99.0,113.4546,0.557,9.9
826,Developing,71.2,23.0,5.8,0.3,99.0,99.0,334.83817,0.657,12.9
2246,Developing,72.9,15.0,57.7,0.1,95.0,95.0,8655.311531,0.745,12.1
2241,Developing,73.2,99.0,61.6,0.1,96.0,96.0,16472.1665,0.773,12.7
1764,Developing,57.6,355.0,22.6,3.9,8.0,8.0,528.3125597,0.414,9.1
1245,Developing,67.2,21.0,51.9,0.1,74.0,69.0,1391.816923,0.603,9.8
206,Developing,65.8,168.0,1.8,0.1,85.0,85.0,42.5981152,0.468,7.5
192,Developing,71.8,129.0,18.3,0.1,97.0,97.0,121.15812,0.575,10.2
2479,Developing,70.0,196.0,54.1,0.6,87.0,85.0,7443.85178,0.696,12.1
561,Developing,75.8,86.0,31.9,0.1,99.0,99.0,7683.5238,0.723,13.1
1093,Developing,57.6,285.0,24.3,5.3,87.0,87.0,67.7518833,0.416,9.1
545,Developing,83.0,83.0,63.1,0.1,95.0,95.0,14817.37778,0.841,16.2
1913,Developed,81.3,61.0,59.8,0.1,95.0,95.0,11563.727,0.941,17.6
867,Developing,77.3,122.0,59.4,0.1,93.0,93.0,19941.45532,0.86,16.5
1020,Developing,58.9,296.0,22.4,3.1,84.0,85.0,498.172394,0.499,8.1
456,Developing,72.3,126.0,25.5,0.6,98.0,98.0,3112.285712,0.602,11.9
2446,Developing,74.5,138.0,19.8,0.1,99.0,99.0,2819.511161,0.739,13.5
1320,Developed,83.0,64.0,26.4,0.1,97.0,99.0,4855.17564,0.881,15.0
1612,Developing,74.3,93.0,18.0,0.1,98.0,98.0,3488.493769,0.625,12.1
450,Developing,72.8,12.0,29.7,0.2,93.0,93.0,3558.796314,0.643,13.6
1193,Developing,65.5,23.0,14.9,0.3,7.0,69.0,991.484634,0.556,10.2
286,Developing,55.5,281.0,18.8,2.1,76.0,77.0,378.73654,0.395,6.6
381,Developing,74.8,95.0,28.0,0.1,94.0,99.0,16846.2198,0.82,13.3
70,Developing,75.4,14.0,43.8,0.1,99.0,98.0,1312.46692,0.788,14.2
1826,Developing,63.1,238.0,12.4,0.1,72.0,72.0,246.375621,0.447,8.6
1006,Developed,78.5,9.0,56.6,0.1,97.0,96.0,3359.95215,0.872,16.3
1946,Developing,65.5,167.0,22.5,0.1,74.0,75.0,1226.215314,0.525,7.5
1787,Developing,59.2,296.0,18.3,0.6,85.0,85.0,643.951373,0.493,8.2
663,Developing,78.1,11.0,56.9,0.1,96.0,99.0,5484.7763,0.782,17.7
505,Developing,85.0,75.0,61.9,0.1,95.0,95.0,4386.69948,0.891,15.8
1820,Developing,67.0,189.0,15.4,0.2,82.0,82.0,473.844449,0.492,10.1
905,Developing,68.7,26.0,57.3,0.1,99.0,99.0,4177.657789,0.7,14.3
1401,Developing,73.8,88.0,67.5,0.1,99.0,99.0,55571.9986,0.787,13.8
1658,Developing,61.4,217.0,26.1,1.3,74.0,73.0,1167.535689,0.475,7.2
1861,Developing,74.8,145.0,54.0,0.1,98.0,99.0,295.966488,0.642,11.7
1333,Developing,73.7,115.0,63.2,0.1,98.0,98.0,387.753211,0.735,12.9
2820,Developing,75.7,123.0,58.3,0.1,96.0,96.0,522.951116,0.753,15.5
2306,Developing,44.3,464.0,19.7,2.2,64.0,65.0,322.313468,0.348,8.0
1088,Developing,52.5,336.0,16.9,3.0,5.0,52.0,315.83983,0.322,5.1
78,Developing,73.8,154.0,38.9,0.1,97.0,99.0,9358.154162,0.0,0.0
1123,Developing,63.1,245.0,48.8,0.5,48.0,55.0,83.1148117,0.487,9.1
936,Developing,81.1,88.0,59.6,0.1,98.0,98.0,41631.13141,0.879,16.0
88,Developing,74.8,129.0,58.0,0.1,91.0,92.0,7193.61764,0.788,16.3
2266,Developing,75.4,123.0,59.4,0.1,93.0,93.0,62.173221,0.771,14.3
2475,Developing,71.2,179.0,57.0,0.4,86.0,86.0,9484.56898,0.719,12.7
405,Developing,57.5,279.0,16.6,1.0,91.0,9.0,575.4464527,0.365,6.3
2709,Developing,63.4,231.0,39.4,0.1,83.0,66.0,1283.885977,0.0,10.3
2746,Developing,77.1,75.0,64.2,0.1,99.0,99.0,3911.74689,0.836,13.3
1755,Developing,71.8,123.0,51.7,0.1,99.0,99.0,2884.94776,0.589,10.3
1157,Developed,75.0,146.0,63.0,0.1,99.0,99.0,12834.32349,0.823,15.4
464,Developing,68.7,174.0,19.6,0.2,89.0,87.0,1163.18977,0.558,10.9
873,Developing,74.2,167.0,56.7,0.1,95.0,95.0,1894.5485,0.835,16.1
393,Developed,72.2,161.0,6.3,0.1,95.0,96.0,4513.13628,0.75,13.5
1907,Developing,47.4,48.0,17.3,5.1,27.0,36.0,351.7996666,0.0,8.0
1842,Developed,78.4,81.0,53.4,0.1,97.0,97.0,28817.32321,0.882,16.9
642,Developed,77.8,97.0,63.1,0.1,95.0,95.0,13467.46827,0.82,15.1
510,Developing,79.4,8.0,58.5,0.1,89.0,88.0,23691.59472,0.867,15.8
2319,Developed,81.7,62.0,31.5,0.1,97.0,97.0,38577.55822,0.887,14.4
68,Developing,75.7,136.0,45.1,0.1,99.0,99.0,11929.34991,0.782,14.1
2856,Developing,69.1,179.0,41.9,0.1,7.0,67.0,1362.61731,0.0,10.1
1330,Developing,74.1,112.0,65.6,0.1,99.0,99.0,496.99275,0.741,13.1
2677,Developing,73.7,17.0,5.6,0.1,95.0,95.0,2761.969249,0.667,13.5
1132,Developing,65.0,29.0,38.5,3.9,6.0,6.0,465.311876,0.452,8.2
2638,Developing,72.8,142.0,72.7,0.1,82.0,84.0,3547.59975,0.707,14.4
1465,Developing,74.5,98.0,62.5,0.1,81.0,75.0,712.775759,0.74,13.1
2219,Developing,67.1,192.0,29.3,0.2,97.0,97.0,1619.532678,0.559,11.0
1505,Developing,51.9,39.0,2.2,3.1,46.0,56.0,183.4149991,0.338,8.7
99,Developing,74.4,121.0,52.6,0.1,95.0,96.0,3684.8481,0.732,12.7
1060,Developing,71.4,189.0,49.3,0.4,85.0,84.0,3452.828934,0.611,10.7
115,Developed,82.3,61.0,65.0,0.1,92.0,92.0,67677.63477,0.93,20.1
2208,Developing,72.2,149.0,7.9,0.1,53.0,49.0,322.543121,0.682,12.9
792,Developing,75.1,137.0,5.0,0.1,94.0,91.0,4255.56571,0.702,13.1
2148,Developing,64.8,313.0,54.5,0.3,97.0,97.0,2375.5944,0.727,12.8
2609,Developing,65.8,173.0,14.2,0.1,7.0,7.0,524.8959363,0.541,11.3
1402,Developing,73.7,89.0,67.1,0.1,99.0,99.0,45793.97614,0.787,13.9
346,Developing,51.7,566.0,32.7,20.6,96.0,96.0,5351.253732,0.593,11.9
194,Developing,71.0,135.0,17.0,0.1,96.0,96.0,951.8894535,0.565,10.0
1238,Developing,77.0,144.0,56.5,0.1,79.0,8.0,5854.614497,0.649,10.4
2614,Developing,62.0,261.0,12.6,0.1,54.0,38.0,48.61552,0.475,9.8
124,Developed,83.0,71.0,6.3,0.1,93.0,92.0,23465.38559,0.905,20.6
2683,Developing,75.2,19.0,64.5,0.1,98.0,98.0,12542.93565,0.754,14.4
1497,Developing,58.6,281.0,23.4,2.4,75.0,79.0,232.61732,0.394,9.8
91,Developing,74.7,13.0,56.3,0.1,98.0,91.0,4251.574348,0.775,16.3
1872,Developing,71.0,194.0,45.7,0.3,79.0,8.0,191.55157,0.587,11.0
2142,Developing,67.5,278.0,56.6,0.3,98.0,98.0,11635.2637,0.769,13.9
2720,Developing,57.5,378.0,15.9,8.1,79.0,78.0,647.17732,0.464,10.8
486,Developing,54.8,373.0,25.4,6.3,8.0,79.0,123.19538,0.473,9.2
224,Developing,72.3,196.0,62.3,0.1,99.0,99.0,5949.11677,0.798,15.6
890,Developing,58.5,39.0,14.5,2.8,5.0,61.0,243.326822,0.362,7.1
2024,Developing,68.4,214.0,24.8,0.1,67.0,77.0,2842.938353,0.676,11.7
1292,Developed,88.0,66.0,58.2,0.1,95.0,97.0,31959.26215,0.851,15.8
1314,Developed,83.7,55.0,29.0,0.1,96.0,99.0,34474.13736,0.902,15.3
1192,Developing,66.0,2.0,15.4,0.2,74.0,73.0,19.317765,0.563,10.5
1276,Developing,80.0,71.0,6.6,0.1,93.0,95.0,2611.17931,0.866,15.8
1543,Developed,86.0,73.0,59.2,0.1,99.0,96.0,14965.361,0.884,13.7
553,Developing,78.9,91.0,58.1,0.1,94.0,94.0,9484.681227,0.796,14.9
2580,Developing,71.6,189.0,21.7,0.5,98.0,98.0,2659.83918,0.674,11.9
939,Developing,86.0,92.0,58.0,0.1,99.0,99.0,36544.5853,0.87,16.1
951,Developing,62.3,294.0,33.5,7.0,67.0,68.0,8754.113376,0.66,12.5
75,Developing,74.4,149.0,4.8,0.1,97.0,97.0,1352.8374,0.0,0.0
922,Developing,79.3,96.0,59.0,0.1,99.0,97.0,48288.5491,0.873,17.2
41,Developing,73.4,132.0,49.8,0.1,95.0,95.0,3464.6179,0.686,12.3
1692,Developing,75.8,125.0,57.2,0.1,98.0,98.0,8767.92258,0.723,12.2
2318,Developed,82.0,61.0,31.8,0.1,96.0,96.0,46569.67951,0.889,14.5
2015,Developing,74.0,133.0,5.2,0.3,93.0,93.0,3611.2147,0.696,13.2
96,Developing,74.8,118.0,54.9,0.1,94.0,96.0,369.654776,0.741,12.7
1950,Developing,64.4,178.0,2.1,0.1,75.0,75.0,95.4327931,0.505,6.7
1376,Developing,51.9,434.0,14.7,16.9,8.0,77.0,41.7763612,0.447,8.4
1106,Developing,66.2,215.0,46.7,0.3,95.0,92.0,4136.689919,0.638,10.3
2513,Developed,89.0,63.0,56.1,0.1,98.0,98.0,53324.37937,0.895,15.8
672,Developing,76.9,115.0,49.4,0.1,95.0,98.0,2741.11542,0.679,12.1
938,Developing,89.0,89.0,58.6,0.1,98.0,99.0,416.58397,0.873,16.1
26,Developing,73.5,15.0,49.9,0.1,98.0,97.0,279.142931,0.685,10.8
797,Developing,74.4,148.0,46.5,0.3,88.0,9.0,278.557892,0.682,12.7
2675,Developing,74.2,14.0,52.2,0.1,98.0,98.0,3194.562243,0.683,13.9
2691,Developing,72.4,129.0,57.6,0.1,9.0,9.0,7384.354661,0.681,11.9
1729,Developing,63.8,263.0,39.8,0.1,98.0,98.0,571.51883,0.599,10.1
1594,Developing,73.7,133.0,32.5,0.1,97.0,97.0,7269.17114,0.736,12.3
2060,Developed,79.6,88.0,58.1,0.1,98.0,97.0,22538.6548,0.812,16.0
2521,Developed,83.4,49.0,57.4,0.1,97.0,97.0,8989.8424,0.938,16.0
2645,Developing,72.0,153.0,67.8,0.1,9.0,91.0,229.714718,0.683,13.7
874,Developing,73.0,189.0,56.3,0.1,95.0,95.0,16586.452,0.829,16.1
2653,Developing,76.0,176.0,43.0,0.4,9.0,91.0,1953.9767,0.774,12.6
2361,Developing,69.2,177.0,5.5,0.1,98.0,99.0,1922.41388,0.514,9.6
674,Developed,83.0,53.0,59.8,0.1,99.0,99.0,2734.88382,0.85,14.0
2551,Developing,72.7,135.0,44.6,0.1,82.0,83.0,1258.421953,0.589,10.1
584,Developing,73.5,144.0,52.0,0.1,93.0,93.0,4674.21961,0.675,11.9
1344,Developing,71.9,131.0,54.8,0.1,99.0,97.0,1728.2659,0.706,12.7
2028,Developing,67.9,218.0,22.6,0.1,79.0,78.0,2129.499242,0.662,11.4
1406,Developing,73.4,93.0,65.5,0.1,99.0,99.0,2271.56961,0.788,14.1
559,Developing,77.3,13.0,54.0,0.1,91.0,91.0,511.368479,0.755,13.5
795,Developing,74.4,144.0,47.9,0.3,96.0,92.0,335.786541,0.693,12.8
367,Developing,75.0,183.0,43.7,0.1,98.0,99.0,3739.11936,0.677,14.1
2043,Developed,76.7,128.0,59.1,0.1,99.0,96.0,13893.18768,0.829,15.4
1778,Developing,49.5,48.0,16.9,13.4,73.0,72.0,256.4414872,0.298,5.8
888,Developing,68.0,274.0,15.3,2.0,58.0,65.0,379.7566385,0.393,8.1
1631,Developing,51.2,31.0,16.5,2.3,61.0,65.0,334.22416,0.308,4.9
2162,Developing,53.4,397.0,14.9,7.7,89.0,89.0,236.9114381,0.371,8.2
1629,Developing,52.8,296.0,17.5,2.0,69.0,7.0,439.3572924,0.333,5.5
1520,Developing,71.0,147.0,53.4,0.1,94.0,94.0,6269.58123,0.732,15.7
1611,Developing,75.0,88.0,18.7,0.1,98.0,98.0,4428.522898,0.622,12.0
2139,Developing,69.4,242.0,58.1,0.3,97.0,97.0,14212.687,0.785,14.0
92,Developing,74.1,137.0,55.7,0.1,96.0,95.0,333.4376,0.77,16.4
535,Developing,49.6,394.0,16.4,4.7,19.0,3.0,929.772391,0.338,6.0
1810,Developing,56.5,426.0,25.1,23.9,78.0,79.0,1834.29486,0.556,11.7
2936,Developing,45.3,686.0,25.9,42.1,75.0,76.0,548.587312,0.427,9.8
2431,Developed,81.6,66.0,62.9,0.1,96.0,96.0,32333.4661,0.858,16.3
489,Developing,53.3,394.0,23.8,7.2,81.0,78.0,12.989164,0.456,8.2
2122,Developed,74.4,138.0,58.4,0.1,91.0,92.0,8558.39766,0.797,15.3
2688,Developing,73.5,121.0,6.2,0.1,96.0,96.0,185.68975,0.705,12.5
50,Developing,51.1,355.0,22.1,2.3,77.0,67.0,484.616884,0.523,11.4
2908,Developing,63.0,328.0,22.3,4.8,79.0,74.0,185.793359,0.565,12.5
1296,Developed,79.8,75.0,55.7,0.1,93.0,96.0,24.819,0.828,14.9
32,Developing,75.6,19.0,59.5,0.1,95.0,95.0,4132.76292,0.743,14.4
2429,Developed,82.1,63.0,64.1,0.1,97.0,97.0,31834.21816,0.867,16.9
215,Developing,74.4,111.0,49.2,0.1,85.0,85.0,1657.3228,0.775,15.3
1355,Developing,65.0,295.0,46.8,0.1,99.0,99.0,5291.57565,0.747,14.3
1131,Developing,61.1,28.0,39.6,3.3,6.0,61.0,55.47626,0.455,8.3
1679,Developing,71.5,174.0,26.9,0.1,99.0,99.0,4623.347642,0.687,12.6
1100,Developing,53.9,37.0,2.1,5.4,68.0,73.0,424.9534585,0.0,8.0
354,Developing,74.7,146.0,54.5,0.1,97.0,96.0,12216.9446,0.734,14.2
2655,Developing,71.0,183.0,41.1,0.2,9.0,9.0,1458.8796,0.773,12.5
482,Developing,56.4,364.0,27.8,4.0,89.0,88.0,1365.34419,0.501,10.4
35,Developing,75.1,113.0,56.1,0.1,95.0,95.0,5564.82566,0.732,14.4
926,Developing,78.4,98.0,57.1,0.1,98.0,96.0,32816.1688,0.866,18.1
2451,Developing,74.2,138.0,16.6,0.1,99.0,99.0,1259.87591,0.712,12.9
855,Developing,62.1,298.0,16.0,0.9,9.0,9.0,482.14994,0.404,5.1
111,Developing,72.0,142.0,47.1,0.1,93.0,96.0,622.7427477,0.639,11.2
39,Developing,74.1,126.0,51.8,0.1,93.0,92.0,495.254866,0.697,12.6
2080,Developing,76.6,83.0,65.0,0.1,96.0,95.0,6256.55926,0.835,13.7
14,Developing,55.3,316.0,12.6,0.1,33.0,35.0,117.49698,0.34,5.9
1092,Developing,58.1,279.0,25.0,4.5,87.0,87.0,61.566347,0.415,9.1
1210,Developing,67.5,19.0,2.5,0.2,73.0,77.0,1855.93915,0.638,11.0
758,Developing,61.3,273.0,32.2,3.1,88.0,88.0,1325.99724,0.441,5.5
2301,Developing,48.9,418.0,22.2,1.3,89.0,88.0,445.525,0.392,8.9
225,Developing,72.0,199.0,61.7,0.1,97.0,97.0,8318.429294,0.796,15.7
2253,Developing,64.9,26.0,22.2,0.4,92.0,89.0,18.25321,0.455,7.9
1619,Developing,57.8,272.0,23.2,1.6,73.0,74.0,825.5729915,0.43,8.2
349,Developing,46.0,699.0,31.1,34.6,97.0,97.0,355.618382,0.558,11.9
448,Developing,73.3,114.0,31.3,0.2,93.0,93.0,2954.119467,0.646,13.5
2036,Developing,66.8,221.0,18.7,0.1,79.0,77.0,1.68135,0.625,11.4
197,Developing,69.9,142.0,15.2,0.1,94.0,94.0,757.6717572,0.535,8.9
532,Developing,51.6,365.0,17.5,3.9,33.0,4.0,989.2363633,0.37,6.7
1388,Developing,64.9,213.0,72.1,0.1,79.0,74.0,1214.556667,0.0,12.2
2210,Developing,71.6,16.0,69.7,0.1,49.0,55.0,2571.262348,0.671,12.6
2053,Developed,74.2,149.0,53.6,0.1,98.0,98.0,4981.198619,0.784,14.7
2494,Developing,53.6,459.0,29.7,21.6,89.0,89.0,369.239336,0.523,11.0
66,Developing,76.1,133.0,46.4,0.2,99.0,98.0,12224.86416,0.781,13.9
2372,Developing,67.1,29.0,41.3,0.1,9.0,89.0,818.442619,0.459,8.1
1350,Developing,68.5,224.0,49.9,0.1,99.0,99.0,11634.42422,0.766,14.4
1492,Developing,61.1,258.0,26.1,1.1,76.0,75.0,454.1222236,0.419,9.8
743,Developed,78.9,86.0,56.6,0.1,89.0,89.0,58163.29359,0.906,16.8
565,Developing,75.0,92.0,28.1,0.1,99.0,99.0,456.512487,0.691,12.5
1503,Developing,56.0,371.0,2.7,3.1,39.0,51.0,177.285187,0.376,10.4
2753,Developing,75.8,85.0,54.8,0.1,92.0,94.0,45758.9554,0.829,13.1
452,Developing,72.6,122.0,28.2,0.3,9.0,9.0,367.429453,0.632,13.1
1663,Developing,63.0,226.0,22.9,1.3,76.0,75.0,528.586613,0.447,6.6
1948,Developing,64.8,175.0,21.3,0.1,71.0,7.0,16.63999,0.514,7.3
340,Developing,62.2,325.0,35.7,5.5,95.0,96.0,7645.21469,0.678,12.4
1105,Developing,52.1,3.0,17.4,3.1,49.0,52.0,297.7519443,0.0,6.4
2455,Developing,72.7,16.0,14.6,0.1,98.0,98.0,837.699787,0.686,12.5
1943,Developing,66.2,162.0,24.7,0.1,72.0,72.0,1316.98966,0.542,7.8
1671,Developing,73.6,158.0,31.3,0.1,98.0,98.0,9197.26972,0.748,14.1
46,Developing,71.4,145.0,45.3,0.1,89.0,89.0,1732.857979,0.644,10.9
1118,Developing,65.3,237.0,37.8,2.1,9.0,91.0,986.7958173,0.611,11.1
765,Developing,58.0,325.0,29.4,4.2,68.0,68.0,819.974118,0.378,3.5
1837,Developed,82.0,68.0,57.3,0.1,97.0,97.0,51241.31562,0.899,16.6
1814,Developing,69.6,158.0,18.5,0.1,92.0,92.0,76.2386977,0.551,12.4
2810,Developing,77.0,116.0,64.0,0.1,95.0,95.0,15524.84247,0.794,15.5
959,Developing,59.7,315.0,29.2,10.7,45.0,44.0,412.55271,0.636,12.3
2205,Developing,72.6,144.0,72.5,0.1,62.0,57.0,3453.487434,0.69,12.9
2495,Developing,52.6,46.0,29.3,33.7,88.0,89.0,332.517125,0.519,10.8
